"N78","Kilowatt por metro cuadrado kelvin","1000 veces la unidad derivada watt, dividida por el producto de la potencia de unidad base, metro, por el exponente 2 y la unidad base, kelvin, del sistema internacional de unidades."
"A20","Unidad térmica británica (tabla internacional) por segundo pie cuadrado grado rankine.",
"A23","Unidad térmica británica (tabla internacional) por hora pie cuadrado grado rankine.",
"N74","Unidad térmica británica (tabla internacional) por hora pie cuadrado grado fahrenheit.","Unidad del coeficiente de transición térmica según el sistema Imperial de unidades."
"N75","Unidad térmica británica (termoquímico) por hora pie cuadrado grado farenheit.","Unidad del coeficiente de transición térmica según el sistema imperial de unidades."
"N76","Unidad térmica británica (tabla internacional) por segundo pie cuadrado grado fahrenheit.","Unidad del coeficiente de transición térmica según el sistema imperial de unidades."
"N77","Unidad térmica británica (termoquímico) por segundo pie cuadrado grado fahrenheit.","Unidad del coeficiente de transición térmica según el sistema imperial de unidades."
"D19","Metro cuadrado kelvin por watt.",
"J19","Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico).",
"J22","Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional).",
"J83","Clo","Clo es una unidad de medida empleada para el índice de indumento."
"L14","Metro cuadrado hora grado celsius por kilocaloría (tabla internacional)",
"B21","Kelvin por watt",
"H35","Kelvin metro por watt",
"N84","Grado fahrenheit hora por unidad térmica británica (tabla internacional)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N85","Grado fahrenheit hora por unidad térmica británica (termoquímico)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N86","Grado fahrenheit segundo por unidad térmica británica (tabla internacional)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N87","Grago fahrenheit segundo por unidad térmica británica (termoquímico)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N88","Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional) pulgada","Unidad de resistencia térmica específica según el sistema Imperial de unidades"
"N89","Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico) pulgada.","Unidad de resistencia térmica específica según el sistema Imperial de unidades"
"D52","Watt por kelvin",
"E97","Mililitro por gadro celsius metro",
"F53","Mililitro por kelvin",
"N83","Metro por grado celsius metro",
"JE","Joule por kelvin","Es el aumento de entropía de un sistema que recibe una cantidad de calor de 1 joule, a la temperatura termodinámica constante de 1 kelvin, siempre que en el sistema no tenga lugar ninguna transformación irreversible."
"B41","Kilojoule por kelvin",
"J43","Unidad térmica británica (tabla internacional) por libra grado fahrenheit",
"J50","Unidad térmica británica (termoquímico) por libra grado fahrenheit",
"J76","Caloría (tabla internacional) por gramo gadro celsius",
"J79","Caloría (termoquímico) por gramo gadro celsius",
"N60","Unidad térmica británica (tabla internacional) por grado fahrenheit","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N61","Unidad térmica británica (termoquímico) por grado fahrenheit","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N62","Unidad térmica británica (tabla internacional) por grado rankine","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N63","Unidad térmica británica (termoquímico) por grado rankine","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N64","Unidad térmica británica (termoquímico) por libra grado rankine","Unidad de la capacidad calorífica (unidad térmica británica según la tabla internacional según el grado de Rankine) de acuerdo con el sistema Imperial de unidades dividido por la unidad avoirdupois libra según el sistema de avoirdupois de unidades."
"N65","Kilocaloría (tabla internacional) por gramo kelvin","Unidad de la capacidad calorífica relacionada con la masa como cociente 1000 veces de la caloría (tabla internacional) dividido por el producto de 0,001 veces de las unidades de base kilogramo y kelvin."
"B11","Joule por kilogramo kelvin","Es la capacidad térmica másica de un cuerpo homogéneo de una masa de 1 kilogramo, en el que el aporte de una cantidad de calor de un joule, produce una elevación de temperatura termodinámica de 1 kelvin. "
"B43","Kilojoule por kilogramo kelvin",
"A21","Unidad térmica británica (tabla internacional) por libra grado rankine",
"J2","Joule por kilogramo",
"D95","Joule por gramo",
"JK","Megajoule por kilogramo",
"B42","Kilojoule por kilogramo",
"AZ","Unidad térmica británica (tabla internacional) por libra",
"N73","Unidad térmica británica (termoquímica) por libra","Unidad de la energía calorífica según el sistema imperial de unidades dividió por la unidad de la libra de avoirdupois según el sistema de avoirdupois de unidades."
"N58","Unidad térmica británica (tabla internacional) por pie cúbico","Unidad de la densidad de energía según el sistema Imperial de unidades."
"N59","Unidad térmica británica (termoquímica) por pie cúbico","Unidad de la densidad de energía según el sistema Imperial de unidades."
"Q31","Kilojoule por gramo",
"AMP","Ampere","Es la intensidad de una corriente constante que manteniéndose en dos conductores paralelos, rectilíneos, de longitud infinita, de sección circular despreciable y situados a una distancia de un metro uno de otro en el vacío, produciría una fuerza igual a 2"
"B22","Kiloampere",
"H38","Megaampere",
"4K","Miliampere",
"B84","Microampere",
"C39","Nanoampere",
"C70","Picoampere",
"N96","Biot","El Número de Biot (Bi) es un número adimensional utilizado en cálculos de transmisión de calor. Su nombre hace honor al físico francés Jean Baptiste Biot (1774-1862) y relaciona la transferencia de calor por conducción dentro de un cuerpo y la transferenc"
"N97","Gilbert","CGS (Centímetro-Gram-Segundo sistema) unidad de la fuerza magnetomotriz, que se define por el trabajo para aumentar el potencial magnético de un polo común positivo con 1 erg."
"COU","Coulomb","Es la cantidad de electricidad transportada en 1 segundo por una corriente de intensidad 1 ampere. "
"A8","Ampere segundo",
"H32","Ampere cuadrado segundo","Es una unidad de medida basada en la energía o el calor que se permite pasar a través del fusible o interruptor durante una condición de cortocircuito."
"AMH","Ampere hora","Unidad de carga electrica definida por la cantidad de carga acumulada por un flujo constante de un ampere por 1 hora. "
"TAH","Kiloampere hora (mil ampere hora)",
"D77","Megacoulomb",
"D86","Milicoulomb",
"B26","Kilocoulomb",
"B86","Microcoulomb",
"C40","Nanocoulomb",
"C71","Picocoulomb",
"E09","Miliampere hora","Unidad de carga de potencia entregada a razón de una milésima parte de un amperio durante un período de una hora."
"N95","Ampere minuto","Unidad de carga eléctrica que define la cantidad de carga acumulada por un flujo constante de un amperio por un minuto."
"N94","Franklin","CGS (Centímetro-Gram-Segundo sistema) unidad de la carga eléctrica, donde la carga asciende exactamente a 1 franklin donde la fuerza de 1 dina sobre una carga igual se realiza a una distancia de 1 cm."
"A29","Coulomb por metro cúbico",
"A84","Gigacoulomb por metro cúbico",
"A30","Coulomb por milimetro cúbico",
"B69","Megacoulomb por metro cúbico",
"A28","Coulomb por centímetro cúbico",
"B27","Kilocoulomb por metro cúbico",
"D88","Milicoulomb por metro cúbico",
"B87","Microcoulomb por metro cúbico",
"A34","Coulomb por metro cuadrado",
"B70","Megacoulomb por metro cuadrado",
"A35","Coulomb por milímetro cuadrado",
"A33","Coulomb por centímetro cuadrado",
"B28","Kilocoulomb por metro cuadrado",
"D89","Milicoulomb por metro cuadrado",
"B88","Microcoulomb por metro cuadrado",
"D50","Volt por metro","Es la intensidad de un campo eléctrico, que ejerce una fuerza de 1 newton sobre un cuerpo cargado con una cantidad de electricidad de 1 coulomb."
"H45","Volt segundo por metro",
"D45","Volt cuadrado por kelvin cuadrado",
"D51","Volt por milímetro",
"H24","Volt por microsegundo",
"H62","Milivolt por minuto",
"H46","Volt por segundo",
"B79","Megavolt por metro",
"B55","Kilovolt por metro",
"D47","Volt por centímetro",
"C30","Milivolt por metro",
"C3","Microvolts por metro",
"G60","Volt por bar",
"N98","Volt por pascal","Unidad derivada del sistema internacional, volt, dividido entre la unidad derivada del sistema internacional, pascal."
"F87","Volt por litro minuto",
"H22","Volt pulgada cuadrada por libra fuerza",
"H23","Volt por pulgada",
"VLT","Volt","Es la unidad derivada del Sistema Internacional para el potencial eléctrico, la fuerza electromotriz y la tensión eléctrica."
"B78","Megavolt ",
"KVT","Kilovolt",
"2Z","Milivolt",
"D82","Microvolt",
"N99","Picovolt","0,000 000 000 001 veces de la unidad derivada del sistema internacional, volt."
"FAR","Farad","Es la capacidad de un condensador eléctrico que entre sus armaduras aparece una diferencia de potencial eléctrico de 1 volt, cuando está cargado con una cantidad de electricidad igual a 1 coulomb. "
"H48","Attofaradio",
"C10","Milifaradio",
"4O","Microfaradio",
"C41","Nanofaradio",
"4T","Picofaradio",
"N90","Kilofaradio","1000 veces del faradio, unidad derivada del sistema internacional"
"A69","Faradio por metro",
"H28","Microfaradio por kilómetro",
"H33","Faradio por kilómetro",
"B89","Microfaradio por metro",
"C42","Nanofaradio por metro",
"C72","Picofaradio por metro",
"A26","Coulomb metro",
"A41","Ampere por metro cuadrado",
"H31","Ampere por kilogramo",
"B66","Megaampere por metro cuadrado",
"A7","Ampere por milímetro cuadrado",
"A4","Ampere por centímetro cuadrado",
"B23","Kiloampere por metro cuadrado",
"G59","Miliampere por litro minuto",
"N93","Ampere por pascal","Unidad base ampere dividido por la unidad derivada pascal."
"F57","Miliampere por libra-fuerza por pulgada cuadrada",
"F59","Miliampere por bar",
"AE","Ampere por metro","(a veces llamado ampere vuelta por metro) es la unidad SI de la corriente de campo magnético."
"B24","Kiloampere por metro",
"A3","Ampere por milímetro",
"A2","Ampere por centímetro",
"F76","Miliampere por milímetro",
"F08","Miliampere por pulgada",
"P10","Coulomb por metro","Unidad derivada, coulomb dividida por la unidad base, metro."
"D33","Tesla","Es la inducción magnética uniforme que, repartida normalmente sobre una superficie de 1 metro cuadrado, produce a través de esta superficie un flujo magnético total de 1 weber. "
"C29","Militesla",
"D81","Microtesla",
"C48","Nanotesla",
"P13","Kilotesla","1000 veces la unidad derivada tesla."
"P12","Gamma","Unidad de densidad de flujo magnético."
"WEB","Weber","Es el flujo magnético que, al atravesar un circuito de una sola espira produce en la misma una fuerza electromotriz de 1 volt si se anula dicho flujo en un segundo por decaimiento uniforme. "
"C33","Miliweber",
"P11","Kiloweber","1000 veces la unidad derivada weber, del sistema internacional de unidades."
"D59","Weber por metro",
"B56","Kiloweber por metro",
"D60","Weber por milímetro",
"81","Henry","Un henry es la unidad para la inductancia eléctrica en el Sistema Internacional de Unidades. Es la inductancia eléctrica de un circuito cerrado en el que se produce una fuerza electromotriz de 1 voltio, cuando la corriente eléctrica que recorre el circuit"
"C14","Milihenry",
"B90","Microhenry",
"C43","Nanohenry",
"C73","Picohenry",
"H03","Henry por kiloohm",
"H04","Henry por ohm",
"G98","Micro henry por kiloohm",
"G99","Micro henry por ohm",
"H05","Milihenry por kiloohm",
"H06","Milihenry por ohm",
"P24","Kilohenry","1000 veces la unidad derivada, henry del sistema internacional."
"A98","Henry por metro",
"B91","Microhenry por metro",
"C44","Nanohenry por metro",
"A5","Ampere metro cuadrado",
"B8","Joule por metro cúbico",
"OHM","Ohm","es la resistencia eléctrica que existe entre dos puntos de un conductor cuando una diferencia de potencial constante de 1 volt aplicada entre estos dos puntos produce, en dicho conductor, una corriente de intensidad 1 ampere, cuando no haya fuerza electro"
"A87","Gigaohm",
"B75","Megaohm",
"H44","Teraohm",
"B49","Kiloohm",
"E45","Miliohm",
"B94","Micro ohm",
"P22","Nanoohm","0.000 000 001 veces de la unidad derivada ohm."
"M26","Gigaohm por metro",
"SIE","Siemens","Se denomina siemens a la unidad derivada del SI para la medida de la conductancia eléctrica."
"B53","Kilosiemens",
"C27","Milisiemens",
"B99","Microsiemens",
"G42","Microsiemens por centímetro",
"G43","Microsiemens por metro",
"N92","Picosiemens","0.000 000 000 001 veces de la unidad derivada  siemens del sistema internacional de unidades."
"C61","Ohm metro",
"A88","Gigaohm metro",
"B76","Megaohm metro",
"H88","Megaohm kilómetro",
"B50","Kiloohm metro",
"C60","Ohm centímetro",
"C23","Miliohm metro",
"B95","Microohm metro",
"C46","Nanoohm metro",
"M24","Ohm kilómetro",
"P23","Ohm circular-mil por pie","Unidad de resistividad."
"F56","Ohm por kilómetro",
"H26","Ohm por metro",
"H37","Megaohm por metro",
"F54","Miliohm por metro",
"H36","Megaohm por kilómetro",
"F55","Ohm por milla (milla estatal)",
"D10","Siemens por metro",
"H43","Siemens por centímetro",
"H61","Milisiemens por centímetro",
"B77","Megasiemens por metro",
"B54","Kilosiemens por metro",
"G45","Nanosiemens por metro",
"G44","Nanosiemens por centímetro",
"L42","Picosiemens por metro",
"C89","Henry recíproco",
"P14","Joule por segundo","Cociente de la unidad derivada joule dividido entre la unidad base, segundo, ambas del sistema internacional."
"D31","Terawatt",
"P15","Joule por minuto","Cociente de la unidad derivada, joule, dividido entre la unidad minuto."
"P16","Joule por hora","Cociente de la unidad derivada, joule, dividido entre la unidad hora."
"P17","Joule por día","Cociente de la unidad derivada, joule, dividido entre la unidad día."
"P18","Kilojoule por segundo","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad base segundo."
"P19","Kilojoule por minuto","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad minuto."
"P20","Kilojoule por hora","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad hora."
"P21","Kilojoule por dia","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad día"
"K43","Caballo de fuerza (eléctrico)","Es una unidad de medida de potencia (la velocidad a la que el trabajo se realiza)."
"C49","Nanowatt",
"C75","Picowatt",
"D46","Volt-ampere",
"MVA","Megavolt - ampere",
"KVA","Kilovolt - ampere",
"M35","Milivolt - ampere",
"D44","Var","El nombre de la unidad es un acrónimo de volt-ampere-reactive."
"KVR","Kilovar",
"MAR","Megavar","Una unidad de potencia reactiva eléctrica representada por una corriente de mil amperes que fluye debido a una diferencia de potencial de mil voltios donde el seno del ángulo de fase entre ellos es 1."
"N91","Joule recíproco",
"M30","Volt-ampere segundo recíproco",
"M17","Kilohertz metro",
"M18","Gigahertz metro",
"M27","Megahertz metro",
"M21","Kilovolt-ampere hora recíproco",
"H34","Hertz metro",
"H39","Megahertz kilómetro",
"C84","Radían por metro",
"JM","Megajoule por metro cúbico",
"B14","Joule por metro a la cuarta potencia",
"B13","Joule por metro cuadrado","Sinónimo: joule por metro cuadrado"
"D1","Segundo recíproco por estereorradián",
"D2","Segundo recíproco por estereorradián metro cuadrado",
"C99","Segundo recíproco por metro cuadrado",
"C93","Metro cuadrado recíproco","Sinónimo: recíproco de metro cuadrado"
"H47","Watt por metro cúbico",
"H74","Watt por metro",
"E43","Joule por centímetro cuadrado","Una unidad de energía que define el número de julios por centímetro cuadrado."
"P37","Unidad térmica británica (tabla internacional) por pie cuadrado","Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades."
"P38","Unidad térmica británica (termoquímica) por pie cuadrado","Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades."
"P39","Caloría (termoquímica) por centímetro cuadrado","Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades."
"P40","Langley","CGS (Centímetro-Gramo-Segundo sistema) unidad de la transmisión de energía relacionada con el área (como una medida de la cantidad incidente de calor de la radiación solar en la superficie de la tierra)."
"D57","Watt por estereorradián",
"D58","Watt por estereorradián metro cuadrado",
"D56","Watt por metro cuadrado kelvin a la cuarta potencia",
"D18","Metro kelvin",
"CDL","Candela","La candela es una de las unidades básicas del Sistema Internacional, de intensidad luminosa."
"P33","Kilocandela","1000 veces la unidad base, candela, del sistema internacional."
"P34","Milicandela","0.001 veces la unidad base , candela, del sistema internacional."
"P35","Hefner-kerze","Obsoleto, unidad de potencia en Alemania relacionado con DIN 1301-3:1979: 1 HK = 0,903 candela."
"P36","Candela internacional","Unidad obsoleta de la potencia en Alemania relativa a DIN 1301-3: 1979: 1 HK = 1.019 candela."
"LUM","Lumen","El lumen es la unidad estándar del flujo luminoso de una fuente de luz. Es una unidad derivada del sistema internacional, basada en la candela."
"B62","Lumen segundo",
"B59","Lumen hora",
"A24","Candela por metro cuadrado",
"P28","Candela por pulgada cuadrada","Unidad base, candela dividido por la potencia de la unidad de pulgada al exponente 2 de acuerdo con el sistema de unidades Anglo-Americanas e Imperial."
"P29","Footlambert","Unidad de luminancia de acuerdo con el sistema Anglo-Americano de unidades, y se define como la luminancia emitida o reflejada de un lumen por pie cuadrado."
"P30","Lambert","Unidad de luminancia CGS (Centímetro-Gram-Segundo sistema), definida como la luminancia emitida o reflejada de un lumen por centímetro cuadrado."
"P31","Stilb ","Unidad de luminancia CGS (Centímetro-Gram-Segundo sistema), definida como la luminancia emitida o reflejada de un lumen por centímetro cuadrado."
"P32","Candela por pie cuadrado","Unidad base, candela dividido por la potencia de la unidad pie al exponente 2 , de acuerdo con el sistema anglo-americano y el sistema imperial de unidades "
"B60","Lumen por metro cuadrado",
"LUX","Lux","Un lux es la incidencia perpendicular de un lumen en una superficie de 1 metro cuadrado. Equivale a 0.0929 lúmenes."
"KLX","Kilolux","Una unidad de iluminancia igual a mil lux."
"P25","Lumen por pie cuadrado","Unidad derivada, lumen dividido por la potencia de la unidad pie, al exponente 2, de acuerdo con el sistema anglo-americano y el sistema imperial."
"P26","Foto","es una unidad de iluminancia  o flujo luminoso a través de un área. No es una unidad del sistema internacional, sino que se asocia con el antiguo segundo sistema centímetro gramo de unidades ."
"P27","Vela (medida)","Es una unidad de medida de iluminancia que no pertenece al Sistema Internacional de Unidades, pero es ampliamente usada en Estados Unidos para fotografía, cine, televisión, conservación luminosa, ingeniería de la construcción, etc. Una vela significa ""el "
"B64","Segundo de luz",
"B63","Hora de luz",
"B61","Luminosidad por watt",
"D22","Metro cuadrado por mole",
"C59","Octava","Una unidad utilizada en la música para describir la relación de la frecuencia entre las notas."
"C32","Miliwatt por metro cuadrado","Es equivalente a una milésima de vatio."
"D85","Microwatt por metro cuadrado","Es equivalente a una millonésima parte de un vatio."
"C76","Picowatt  por metro cuadrado","Es igual a la trillonésima parte de un vatio (10−12)."
"C67","Segundos pascal por metro ",
"C66","Segundos pascal por metro cúbico",
"M32","Segundos pascal por litro",
"C58","Segundos newton por metro",
"P43","Bel por metro","Una unidad Bel dividida por la unidad básica del sistema internacional (metros)."
"H51","Decibel per kilometro",
"H52","Decibel per metro",
"C69","Phon","Unidad de volumen del sonido subjetivo. Un sonido tiene p phons de sonoridad si se parece al oyente a ser iguales en intensidad, con el sonido de un tono puro de frecuencia 1 kilohertz y de la fuerza p decibelios."
"D15","Sone","Una unidad de volumen del sonido subjetivo. Un sone es la intensidad de un tono puro de la frecuencia y la fuerza de un kilohertz 40 decibelios."
"P42","Pascal por segundo cuadrado","Unidad del conjunto como un producto de la potencia de derivado unidad pascal SI con exponente 2 y la unidad base segunda SI."
"P41","Década (logaritmica)","Una escala logarítmica es una escala de medida que utiliza el logaritmo de una cantidad física en lugar de la propia cantidad."
"C34","Mole","Es la cantidad de sustancia de un sistema que contiene tantas entidades elementales como átomos hay en 0,012 kilogramos de carbono 12. "
"B45","Kilomole",
"C18","Milimole",
"FH","Micromole",
"P44","Libra mole","Unidad que no forma parte del sistema internacional, cantidad de una sustancia relacionada que un mol libra de una composición química corresponde a la misma cantidad de libras como el peso molecular de una molécula de esta composición en unidades de masa"
"C95","Reciprocidad mole","Es una propiedad física definida como su masa por unidad de cantidad de sustancia."
"D74","Kilogramo por mole",
"A94","Gramo por mole",
"A40","Metro cubbico por mole",
"A37","Decimetro cuadrado por mole",
"A36","Centimetro cubico por mole",
"B58","Litro por mole",
"B15","Juole por mole",
"B44","Kilojoule por mole ",
"B16","Juoule por mole kelvin",
"C86","Reciprocidad del metro cubico",
"H50","Reciprocidad del centimetro cubico",
"L20","Reciprocidad del milimetro cubico",
"K20","Reciprocidad del pie cuadrado",
"K49","Reciprocidad de la pulgada cuadrada",
"K63","Reciprocidad del litro",
"M10","Reciprocidad de la yarda cuadrada",
"C36","Mole por metro cubico",
"C38","Mole por litro",
"C35","Mole por decimetro cubico",
"B46","Mole por metro cubico",
"E95","Mole por segundo",
"M33","Milimole por litro",
"P51","Mole por kilogramo pascal ","Unidad base mole dividido por el producto de la unidad base SI kilogramo y la unidad derivada pascal SI. "
"P52","Mole por metro cubico pascal","unidad base mole dividido por el producto de la potencia de la unidad base SI metros con exponente 3 y la unidad derivada pascal SI."
"K59","Kilomole por metro cubico kelvin",
"K60","Kilomole por metro cubico bar",
"K93","Reciprocidad psi",
"L24","Mole por kilogramo kelvin",
"L25","Mole por kilogramo bar",
"L26","Mole por litreo kelvin",
"L27","Mole por litro bar",
"L28","Mole por metro cubico kelvin",
"L29","Mole por metro cubico bar",
"C19","Mole por kilogramo",
"D93","Segundo por metro cubico",
"D87","Milimole por kilogramo",
"H68","Milimole por gram",
"P47","Kilomole por kilogramo","1000 veces la división de la unidad base mole por la base de la unidad kilogramo."
"P48","Libra de mole por libra","Unidad del flujo molar material dividido por la libra avoirdupois para la masa de acuerdo con el sistema de unidades avoirdupois no SI-conforme."
"KAT","Katal"," Una unidad de actividad catalítica que define la actividad catalítica de las enzimas y otros catalizadores."
"E94","Kilomole por segundo",
"P45","Libra de mole por segundo","No forma parte del sistema internacional de unidades.
Unidad de flujo del flujo molar que se refiere a que una libra mol de una composición química el mismo número de libras corresponde con el peso molecular de una molécula de esta composición en la masa "
"P46","Libra mole por minuto","No forma parte del sistema internacional de unidades.
Unidad de flujo del flujo molar que se refiere a que una libra mol de una composición química el mismo número de libras corresponde como el peso molecular de una molécula de esta composición en la masa"
"D43","Unidad de masa atómica unificada",
"A27","Coulomb metro cuadrado por voltio",
"A32","Coulomb por mole",
"D12","Siemens metro cuadrado por mole",
"K58","Kilomole por hora",
"K61","Kilomole por minuto",
"L23","Mole por hora ",
"L30","Mole por minuto",
"C82","Radianmetro cuadrado por mole",
"C83","Rradian metro cuadrado por kilogramo",
"P49","Newton metro cuadrado por ampere","Producto de la division de la unidad Newton y la unidad base metro 
Producto de la unidad derivada newton y la potencia del medidor de la unidad base con el exponente 2 dividido por el amperio de la unidad base."
"P50","Metro weber","Producto de la división entre  la unidad Weber y la unidad Metro."
"Q30","Ph (potencial de hidrogeno)","Es una escala numérica utilizada para especificar la acidez o basicidad de una solución acuosa . "
"B18","Segundos joule",
"A10","Ampere por metro cuadrado por joule segundo",
"CUR","Curie","El Curie (Ci) es la unidad antigua de medida de radiactividad, definida como la actividad de in gramo del isótopo Ra-226, su equivalencia es: 1Ci = 3,7 1010 Bq."
"MCU","Milicurie",
"M5","Microcurie",
"2R","Kilocurie",
"BQL","Becquerel","Es la actividad de una fuente radiactiva en la que se desintegra un núcleo por segundo en un dado instante."
"GBQ","Gigabecquerel",
"2Q","Kilobecquerel",
"4N","Megabequerel",
"H08","Microbequerel",
"A42","Curie por kilogramo",
"A18","Becquerel por kilogramo",
"B67","Megabecquerel por kilogramo",
"B25","Kilobecquerel por metrocubico",
"A19","Becquerel por metro cubico",
"A14","Barn","Es una unidad de superficie, equivalente a 10-28 m² (100 femtómetros cuadrados). Sus múltiplos son muy utilizados en física de partículas para medir las secciones eficaces en reacciones nucleares, y sus inversos para medir luminosidades."
"D24","Metro cuadrado por esteroradian",
"A17","Barn por esteroradian",
"D20","Metro cuadrado por joule",
"A15","Barn por electrovolt",
"D16","Centimetro cuadrado por erg",
"D25","Metro cuadrado por esteroradian joule",
"A16","Barn por electrovolt ",
"D17","Centimetro cuadrado por esteroradian erg",
"B81","Reciprocidsad del metro cuadrado, reciprocidad del segundo",
"D21","Metro cuadrado por kilogramo",
"B12","Joule por metro",
"A54","Electrovolt por metro",
"D73","Joule metro cuadrado",
"A55","Electrovolt por metro cuadrado",
"B20","Joule metro cuadrado por kologramo",
"A56","Electrovolt metro cuadrado por kilogramo",
"D26","Metro cuadrado por voltsegundo",
"H58","Metro por volt segundo",
"C87","Reciprocidad metro cubico por segundo","Sinonimo: Reciprocidad del segundo por metro cubico."
"A95","Gray","Es una unidad derivada del Sistema Internacional de Unidades que mide la dosis absorbida de radiaciones ionizantes por un determinado material. Un gray es equivalente a la absorción de un julio de energía ionizante por un kilogramo de material irradiado."
"C13","Milligray",
"C80","Rad",
"D13","Sievert",
"C28","Millisievert",
"D91","Rem",
"L31","Milliroentgen aequivalent men",
"A96","Gray por segundo",
"CKG","Coulomb per kilogram",
"C8","Millicoulomb per kilogram",
"2C","Roentgen",
"2Y","Milliroentgen",
"J53","Coulomb square metre per kilogram",
"KR","Kiloroentgen",
"A31","Coulomb per kilogram second",
"D6","Roentgen per second",
"P54","Miligray por segundo","0.0001 veces de la unidad derivada gray dividido por la unidad de base segundos."
"P55","Microgray por segundo","0.000 001 veces de la unidad derivada gray dividido por la unidad de base segundos."
"P56","Nanogray por segundo","0.000 000 001 veces de la unidad derivada gray dividido por la unidad de base segundos."
"P57","Gray por segundo","Derivada del la unidad gray dividida por la unidad minutos."
"P58","Miligray por minuto","0.001 veces de la unidad derivada de gray dividida por la unidad de minutos."
"P59","Microgray por minuto","0.000 001 veces de la unidad derivada gris SI dividido por la unidad de minutos."
"P60","Nanogray por minuto","0.000 000 001 veces de la unidad derivada gris SI dividido por la unidad de minutos."
"P61","Gray por hora","Derivada de la unidad gray por la derivada de la unidad hora."
"P62","Miligray por hora","0.001 veces de la unidad derivada gray por la unidsd hora"
"P63","Micro gray por hora","0.000 001 veces de la unidad derivada gris SI dividida por la hora unidad."
"P64","Nanogray por hora","0.000 000 001 veces de la unidad derivada gris SI dividida por la hora unidad."
"P65","Sievert por segundo","Derivada de la unidad sievert dividida por la unidad de base segundos."
"P66","Miligray por hora","0.001 veces de la unidad derivada sievert dividida por la unidad de base segundos."
"P67","Microsievert por segundo","0.000 001 veces de la unidad derivada sievert dividido por la unidad de base segundos."
"P68","Nanosievert por segundo","0.000 000 001 veces de la unidad derivada sievert dividido por la unidad de base segundos."
"P69","Rem por segundo","Unidad para la tasa de estaño equivalente y relativa a DIN 1301-3: 1979: 1 rem / s = 0,01 J / (kg · s) = 1 Sv / s."
"P70","Sievert por segundo","Derivado unidad sievert SI dividida por la hora unidad."
"P71","Miligray por hora","0.001 veces de la unidad derivada sievert SI dividida por la hora unidad."
"P72","Micro sievert por hora","0.000 001 veces de la unidad derivada sievert dividida por la unidad hora."
"P73","Nanosievert por hora","0.000 000 001 veces de la unidad derivada sievert dividida por la un idad hora."
"P74","Sievert por segundo","Derivado unidad sievert dividido por la unidad minuto."
"P75","Miligray por hora","0.001 veces de la unidad derivada sievert dividido por la unidad de minutos."
"P76","Micro sievert pero perie","0.000 001 veces de la unidad derivada sievert dividido por la unidad de minutos."
"P77","Nanosievert pominut ","0.000 000 001 veces de la unidad derivada sievert dividido por la unidad de minutos."
"P78","Reciprocal por segundo","Complemento de la potencia de la unidad pulgada según el sistema Anglo-Americano e Imperial de unidades por exponente 2."
"P53","Unit por segundo","Sistema CGS (Centímetro-Gram-Segundo sistema) para el flujo magnético de un polo magnético (según la interacción de polos idénticos de 1 din a una distancia de un cm)."
"C85","Reciprocal pogstrca",
"D94","Second poradime",
"C90","Reciprocal po met c",
"C88","Reciprocal po met c",
"A38","Cubic pooulo p",
"D48","Volt pokelvt ",
"D49","Millivolt pokelvt ",
"A6","Ampere poquarlv",
"33","Kilopascal por grtr",
"P79","Pascal metro cuadrado por kilogramo"," Unidad del índice de estallido como unidad derivada para pascal presión relacionada con la sustancia, representado como cociente de la unidad base SI kilogramo dividida por la potencia de la unidad base SI metros por exponente 2."
"34","Kilopascal por milimetro",
"H42","Pascal por metro",
"H69","Picopascal por kilometro",
"P80","Milipascal por metro."," 0.001 veces de la unidad derivada pascal dividido por la unidad de base metros."
"P81","Kilopascal por metro.","1000 veces de la unidad derivada pascal dividido por la unidad de base metros."
"P82","Hectopascal por metro.","100 veces de la unidad derivada pascal SI dividido por la unidad de base metros. "
"P83","Admosfera estandar por metro.","Unidad anticuadas de la presión dividida por la unidad de base metros."
"P84","Admosfera tecnica por metro.","unidad obsoleta y no legal de la presión que se genera por una columna de agua de 10 metros dividida por la unidad de base metros."
